152,2024-04-19,237.52
120,2023-01-23,83.89
757,2023-06-06,351.6
483,2024-05-11,10.79
600,2024-04-05,122.07
584,2023-10-29,414.9
53,2024-02-06,167.59
646,2023-04-16,423.97
426,2024-03-18,424.46
611,2024-08-15,365.81
38,2023-10-25,244.26
526,2024-05-12,295.93
238,2024-05-14,357.43
20,2024-06-24,211.58
567,2023-11-20,32.69
911,2024-03-03,237.2
638,2024-05-21,469.54
460,2023-12-22,349.06
166,2023-01-22,144.72
481,2023-07-16,172.58
520,2023-08-26,110.63
944,2023-12-14,301.45
135,2024-04-24,441.7
983,2024-02-04,209.01
816,2024-01-04,236.69
637,2023-06-15,104.4
684,2023-03-30,241.96
205,2023-06-27,79.0
104,2024-05-18,396.95
311,2024-05-20,118.12
49,2024-07-24,499.63
903,2024-01-03,131.14
179,2023-06-12,414.15
33,2024-05-30,403.6
441,2023-12-12,57.87
124,2023-08-21,281.43
265,2024-05-13,496.84
788,2023-12-30,24.29
274,2024-07-24,448.26
619,2024-06-11,335.07
949,2023-02-21,473.19
986,2024-04-13,420.96
999,2023-04-24,53.84
844,2023-04-15,281.67
108,2024-06-03,84.36
892,2023-05-01,103.49
161,2024-01-06,364.45
781,2024-03-28,253.44
158,2023-04-12,323.9
839,2023-12-09,69.75
450,2023-07-26,484.85
252,2023-01-07,417.57
350,2024-04-30,144.09
88,2023-06-25,133.74
370,2024-02-29,315.09
156,2023-09-09,376.85
432,2024-06-26,393.82
822,2023-05-22,214.98
920,2024-02-24,229.92
814,2024-06-12,341.42
454,2023-01-31,73.65
735,2023-01-11,403.32
87,2023-03-13,169.81
791,2024-02-16,83.0
403,2023-03-04,379.84
925,2023-06-04,287.7
997,2024-06-16,148.57
908,2024-02-16,340.75
895,2024-07-20,152.86
932,2023-11-18,172.73
922,2023-10-14,264.37
718,2023-05-31,202.57
909,2023-07-30,272.67
715,2024-03-28,173.28
795,2024-02-19,99.45
87,2023-11-05,19.45
400,2023-12-09,362.82
533,2023-05-10,495.97
219,2023-10-18,47.32
320,2024-07-19,261.15
24,2023-06-13,14.92
607,2024-07-06,130.09
744,2023-11-08,211.95
114,2024-06-01,366.26
266,2024-01-17,313.87
127,2023-12-29,24.82
460,2023-05-08,149.68
465,2023-01-06,170.15
825,2023-08-30,373.13
580,2024-08-18,357.61
865,2024-06-30,298.18
307,2023-12-25,142.98
689,2024-08-09,70.85
533,2024-01-22,369.02
336,2023-04-18,258.71
843,2023-07-17,389.5
101,2024-04-10,74.13
849,2024-03-11,206.61
64,2023-04-05,213.02
488,2023-05-14,108.18
379,2023-03-21,338.73
603,2024-02-17,279.93
893,2024-02-09,132.58
652,2024-05-25,212.29
706,2024-03-26,465.59
750,2024-05-16,486.66
148,2023-06-16,253.39
729,2024-05-11,229.4
884,2024-06-09,265.04
467,2023-08-06,237.2
967,2023-06-10,279.95
617,2023-05-02,426.31
124,2023-04-23,185.42
42,2023-10-24,261.87
381,2023-05-01,153.16
311,2024-01-19,147.7
811,2023-01-29,72.29
50,2024-03-07,468.47
911,2023-11-09,142.46
839,2023-07-07,370.09
126,2023-01-03,274.22
892,2023-03-11,23.3
587,2024-05-07,155.54
922,2024-04-08,169.57
487,2024-01-22,417.4
781,2023-05-16,70.12
780,2024-04-16,225.51
153,2024-04-04,433.31
92,2023-11-30,400.11
397,2024-02-24,117.18
348,2024-02-09,270.96
754,2024-03-29,139.41
887,2023-04-01,83.64
586,2023-01-26,315.42
575,2023-11-13,322.93
88,2024-07-26,97.02
591,2024-07-08,379.05
535,2024-08-06,95.51
515,2024-05-02,448.54
675,2023-05-04,468.15
986,2023-07-04,10.47
252,2023-07-30,415.02
455,2024-08-16,43.24
622,2024-06-30,160.9
504,2023-02-16,431.13
349,2023-01-24,219.07
25,2024-02-29,429.96
392,2023-11-21,129.33
102,2023-04-28,271.35
148,2023-10-20,92.15
158,2023-04-02,154.09
695,2024-02-22,85.43
186,2023-11-30,14.56
306,2023-03-01,195.58
146,2023-11-24,207.0
265,2023-11-28,188.38
54,2023-05-04,102.08
505,2023-08-31,254.8
395,2024-05-31,474.73
63,2023-10-03,159.85
417,2024-07-20,33.66
418,2023-01-30,317.14
276,2023-01-20,277.48
253,2023-04-14,381.73
312,2023-05-09,284.55
86,2024-04-01,423.29
209,2024-05-27,391.66
383,2023-05-26,270.68
801,2023-06-22,123.34
985,2024-03-09,455.83
43,2024-04-07,1.5
985,2024-04-20,414.86
669,2023-10-24,486.07
62,2023-01-01,466.82
280,2024-05-08,299.34
360,2024-01-25,421.38
600,2023-08-06,420.5
47,2023-10-16,81.55
577,2024-06-30,35.9
405,2023-04-02,349.52
743,2023-05-24,278.68
900,2023-10-14,216.55
981,2024-05-31,401.23
651,2023-12-17,131.42
280,2024-04-08,123.72
350,2023-11-26,106.1
17,2023-12-03,457.1
662,2023-05-17,461.21
5,2024-05-02,450.82
424,2023-06-27,278.34
781,2024-05-15,197.0
807,2023-03-25,438.48
552,2023-03-21,16.44
689,2024-03-31,62.58
848,2024-01-21,301.05
182,2024-02-01,419.73
128,2023-01-09,231.88
456,2023-07-17,5.67
777,2023-01-21,141.29
197,2024-01-02,45.89
828,2023-11-07,359.19
506,2023-08-28,483.68
288,2023-02-07,246.93
8,2023-08-03,98.85
114,2024-02-10,435.09
513,2024-08-05,247.51
199,2024-07-19,330.26
689,2024-08-02,341.51
180,2024-08-01,33.61
764,2023-05-12,33.46
956,2023-09-23,285.38
903,2023-08-22,262.02
197,2023-10-08,423.99
994,2023-01-24,346.8
630,2024-06-29,127.21
905,2024-07-27,227.51
657,2024-03-13,336.88
875,2023-02-23,469.44
865,2024-03-18,497.56
125,2023-10-08,340.41
508,2024-04-22,181.37
906,2023-02-14,360.89
285,2023-02-18,459.28
460,2024-06-29,158.8
200,2024-02-06,168.02
828,2024-08-08,13.66
707,2023-08-20,212.49
940,2023-03-18,125.74
338,2023-06-18,156.09
29,2023-04-10,240.5
607,2023-01-25,398.81
861,2023-12-09,125.95
485,2023-04-21,119.94
853,2023-12-15,28.16
533,2023-12-08,397.26
795,2023-03-16,300.38
783,2024-03-25,48.74
593,2024-04-02,63.29
939,2023-03-04,17.64
912,2023-11-17,424.0
802,2023-03-08,64.64
57,2024-03-28,151.43
68,2024-03-18,51.81
573,2023-02-27,27.05
412,2024-01-26,48.82
239,2024-02-25,432.43
465,2023-01-11,192.58
902,2024-03-14,310.49
348,2023-04-14,325.81
465,2023-01-27,259.09
111,2023-07-17,52.24
608,2023-03-11,394.92
927,2023-07-18,287.03
263,2024-06-05,178.34
743,2024-05-07,310.8
249,2023-07-10,69.7
62,2023-02-15,64.71
526,2024-03-22,479.91
319,2024-01-02,292.25
795,2024-07-08,73.67
317,2024-04-25,302.06
378,2023-10-26,485.17
601,2024-06-14,329.18
59,2023-05-29,119.46
880,2024-07-26,28.25
201,2023-12-19,488.28
805,2023-07-26,35.13
684,2023-07-13,238.39
615,2024-04-23,346.51
580,2024-08-15,481.57
429,2023-11-03,164.98
466,2023-04-18,438.18
508,2023-02-13,110.48
655,2023-01-04,112.29
478,2023-08-24,312.34
493,2023-09-02,367.56
827,2023-12-06,370.3
410,2023-07-30,92.94
372,2023-01-07,5.94
31,2024-01-02,277.79
298,2023-05-26,220.76
45,2024-01-04,487.68
203,2023-07-23,142.77
907,2023-08-13,131.74
348,2023-06-28,423.92
183,2023-09-09,98.8
864,2023-06-30,131.63
22,2023-04-14,415.89
389,2023-05-21,327.78
347,2023-04-24,468.12
468,2023-11-09,120.83
677,2024-01-17,86.51
819,2024-06-23,498.85
900,2024-03-20,355.76
148,2023-05-02,441.48
814,2023-05-14,95.63
388,2024-06-29,347.48
614,2023-11-22,215.34
944,2023-09-08,24.05
875,2023-07-13,268.2
336,2023-06-02,124.34
894,2023-10-14,64.1
992,2024-06-04,292.46
215,2024-05-15,363.92
810,2024-04-26,332.09
172,2023-03-08,254.8
384,2024-06-05,249.8
184,2024-04-20,161.59
539,2024-01-18,347.56
486,2024-05-21,134.9
654,2024-02-15,460.67
666,2024-08-20,19.27
917,2023-08-13,102.3
406,2023-08-29,110.08
911,2024-03-11,189.16
958,2023-06-10,421.37
564,2023-09-18,43.29
303,2023-03-28,222.81
236,2023-12-27,292.4
525,2024-04-21,310.94
462,2024-03-12,234.31
377,2024-02-23,402.45
280,2023-11-21,191.8
453,2023-07-03,117.66
368,2023-03-19,450.84
863,2023-10-29,251.38
660,2024-07-13,40.0
949,2023-10-11,114.64
74,2023-05-02,180.76
206,2024-07-13,167.55
257,2023-12-04,152.06
196,2023-10-09,353.12
876,2023-05-22,376.44
935,2024-07-10,131.31
289,2023-11-03,411.33
969,2024-02-18,203.47
776,2024-08-16,328.0
670,2024-04-28,256.81
887,2023-06-02,199.36
741,2023-08-21,374.82
240,2024-04-30,258.4
776,2024-07-19,234.9
349,2024-04-17,396.17
867,2023-11-17,94.74
215,2024-03-03,219.9
31,2024-07-25,187.98
895,2024-08-14,65.04
512,2023-01-10,405.39
348,2023-12-30,113.52
703,2024-03-11,376.56
307,2024-07-04,163.71
582,2023-01-24,392.89
158,2023-05-23,488.64
582,2023-12-05,315.29
888,2024-08-10,196.05
210,2024-01-26,474.4
548,2023-03-07,193.83
112,2024-05-01,165.09
655,2024-04-07,447.48
176,2023-04-06,53.05
182,2024-07-20,17.0
28,2024-05-15,94.16
934,2023-03-13,481.53
211,2023-10-18,117.29
72,2024-06-20,227.88
531,2024-01-13,6.51
881,2023-12-01,455.0
161,2024-02-05,494.81
550,2023-05-13,209.79
399,2023-03-12,477.59
134,2023-07-31,435.35
443,2023-11-14,409.13
163,2024-05-01,302.25
602,2023-11-14,102.28
283,2024-04-14,101.65
457,2023-05-27,32.92
620,2024-02-13,403.98
337,2024-06-22,455.24
472,2024-05-17,231.89
755,2023-02-10,46.46
356,2024-04-12,350.46
401,2023-11-01,306.9
426,2023-06-29,125.32
469,2024-03-18,192.95
716,2023-07-07,284.74
716,2024-02-07,472.9
907,2023-09-03,435.4
904,2023-10-08,314.41
683,2023-10-26,458.23
931,2023-08-11,247.25
125,2024-07-20,497.66
774,2023-03-20,53.51
420,2023-11-30,226.02
213,2023-09-16,253.53
28,2024-04-18,37.52
391,2024-04-17,172.49
877,2024-02-13,98.01
11,2023-02-08,126.05
335,2023-05-20,335.48
497,2024-04-20,231.22
562,2023-03-26,328.85
144,2024-03-24,235.92
862,2023-10-13,81.52
622,2023-01-19,51.16
128,2023-10-29,267.79
173,2024-02-05,39.72
694,2023-01-12,137.35
367,2024-03-27,89.79
915,2023-02-05,337.85
453,2023-08-10,348.67
657,2024-06-19,331.61
400,2023-04-16,345.48
54,2024-03-30,299.5
791,2023-02-19,189.32
952,2023-07-26,125.6
205,2023-09-02,46.6
29,2024-03-07,494.66
841,2023-12-12,96.88
226,2023-03-06,479.41
817,2023-04-09,417.86
742,2023-06-21,84.36
525,2024-03-01,54.73
331,2023-12-01,281.47
640,2023-07-14,104.35
405,2024-07-08,469.52
238,2023-05-04,107.68
332,2024-01-01,87.64
670,2024-02-16,158.8
218,2024-02-03,229.93
674,2023-03-09,407.73
45,2024-01-13,34.6
421,2023-08-12,151.47
105,2024-05-26,356.55
176,2024-08-05,126.72
615,2023-04-08,162.85
695,2024-02-02,462.35
341,2023-05-17,88.49
872,2023-11-22,333.52
344,2023-03-11,9.81
392,2024-04-04,256.0
516,2023-08-27,294.15
239,2023-01-14,11.59
317,2023-05-08,118.96
776,2024-03-14,122.53
62,2023-03-23,69.64
304,2024-05-25,101.8
210,2024-01-20,321.38
946,2023-09-01,362.93
757,2024-03-30,438.79
285,2023-05-18,159.45
534,2023-02-10,396.1
664,2024-02-29,406.54
235,2023-01-25,423.62
351,2023-12-06,121.88
56,2024-07-06,453.41
821,2023-09-12,343.99
623,2023-08-16,436.48
330,2024-06-17,92.59
67,2023-01-07,435.06
977,2023-03-13,97.04
961,2023-05-25,102.91
178,2023-04-04,296.72
242,2023-07-29,254.2
743,2024-03-12,234.07
739,2023-06-18,99.57
181,2024-03-10,303.32
293,2023-11-07,288.63
279,2023-07-26,431.35
82,2024-05-07,475.56
408,2024-01-04,189.48
452,2024-04-27,211.93
779,2024-03-19,78.78
21,2024-05-08,381.2
875,2024-03-13,42.53
610,2023-11-04,269.06
745,2024-07-20,88.67
475,2024-01-25,153.62
385,2023-10-18,281.51
74,2024-05-07,167.28
201,2024-04-25,78.21
5,2023-07-14,7.4
748,2024-05-27,362.95
415,2024-05-18,462.92
994,2024-02-09,371.35
502,2024-01-29,154.6
419,2023-03-14,442.61
395,2023-05-08,466.13
199,2023-06-16,381.71
790,2023-09-19,456.63
522,2023-12-23,354.86
714,2024-01-13,29.79
949,2024-01-30,212.6
249,2023-09-10,239.39
647,2024-01-06,353.57
715,2023-01-29,333.17
268,2023-06-01,303.11
261,2023-05-31,124.46
975,2024-08-15,331.64
13,2023-06-15,59.25
660,2023-04-05,356.09
408,2024-01-29,353.33
531,2023-03-24,455.06
170,2024-03-09,415.05
709,2023-09-16,151.81
675,2024-06-29,443.44
752,2023-11-12,206.39
112,2023-04-02,318.45
834,2023-12-19,72.21
953,2023-08-03,374.4
7,2023-11-12,493.53
2,2024-05-18,49.34
538,2024-03-03,209.0
751,2023-10-23,216.04
384,2023-06-30,94.01
203,2023-05-18,243.75
972,2024-05-29,56.01
834,2024-08-03,107.07
61,2023-07-25,375.21
266,2023-07-16,491.49
452,2024-02-23,313.79
890,2023-04-22,318.58
301,2023-03-23,43.77
284,2023-05-08,33.07
600,2023-01-31,118.16
689,2024-05-11,380.51
63,2023-01-10,133.77
682,2023-01-08,291.64
100,2023-02-12,106.32
385,2023-01-08,301.89
955,2023-09-30,243.48
619,2023-12-12,215.3
699,2024-01-15,445.19
837,2023-11-19,120.56
682,2024-01-05,199.84
999,2023-02-28,178.66
826,2023-12-05,50.99
892,2024-04-12,349.46
27,2023-05-23,301.35
287,2024-06-27,475.58
378,2023-09-12,226.51
528,2024-05-01,207.15
4,2023-07-12,493.1
18,2023-11-26,317.25
993,2023-02-16,403.97
695,2023-11-30,222.71
410,2024-05-11,369.86
357,2023-03-25,214.53
675,2024-05-02,428.69
752,2023-04-13,193.04
730,2023-07-19,72.44
898,2024-06-16,286.37
33,2024-05-31,64.8
309,2023-03-31,416.34
896,2024-07-15,233.93
978,2024-04-01,58.72
247,2024-07-07,122.43
772,2023-06-24,472.16
109,2023-04-02,218.01
165,2023-01-30,464.57
925,2023-12-01,192.36
226,2023-10-15,359.87
975,2024-05-02,448.86
682,2023-05-07,68.74
649,2024-07-01,362.98
815,2023-04-03,346.2
955,2023-08-18,288.41
660,2023-03-08,172.27
670,2024-01-26,321.41
990,2024-07-29,428.21
229,2023-08-27,130.29
90,2023-10-25,56.58
759,2023-12-15,296.51
763,2023-07-12,471.06
377,2024-08-09,64.58
977,2023-11-17,190.72
319,2023-01-02,31.88
195,2024-07-02,423.71
328,2024-03-09,385.87
110,2023-08-16,198.26
873,2024-07-05,230.84
836,2023-05-29,471.5
512,2023-08-13,340.31
616,2023-05-31,142.41
614,2023-02-05,160.75
706,2024-05-29,62.61
490,2024-08-10,315.91
507,2023-08-09,146.46
61,2024-01-21,490.59
157,2023-12-08,414.11
869,2023-08-04,366.6
718,2023-08-19,368.13
878,2023-07-03,244.26
307,2024-02-06,492.21
23,2023-06-13,274.42
433,2023-12-12,339.27
776,2023-12-23,196.29
541,2023-03-15,363.65
714,2023-10-17,461.61
404,2024-07-15,49.56
771,2023-11-28,395.85
871,2023-02-25,467.35
469,2023-11-08,327.66
141,2024-08-14,221.5
299,2024-05-09,448.71
224,2023-08-03,402.37
753,2023-07-20,325.97
744,2024-01-06,428.21
695,2023-04-15,392.96
386,2023-06-01,475.25
696,2024-03-13,420.99
99,2023-02-27,178.44
184,2024-04-30,472.59
528,2023-05-01,325.4
994,2024-03-20,75.14
251,2024-02-18,17.96
407,2023-09-04,244.82
669,2023-06-26,372.85
797,2023-04-02,232.37
282,2024-01-27,316.53
377,2024-03-31,6.79
85,2023-04-30,61.9
231,2024-06-05,12.49
587,2024-08-09,240.27
814,2023-04-07,296.85
496,2024-01-29,499.98
306,2024-03-20,286.14
334,2023-04-12,32.69
190,2024-07-04,203.26
404,2023-01-21,278.47
803,2024-07-03,406.29
66,2024-05-15,259.93
731,2024-07-05,409.59
772,2023-05-08,376.74
186,2023-05-01,431.14
6,2023-07-04,277.81
126,2023-11-18,20.53
212,2024-08-11,326.67
576,2023-03-31,129.12
87,2023-02-05,489.98
306,2024-06-02,182.42
176,2024-07-11,212.1
255,2023-01-01,151.0
927,2024-06-15,391.62
456,2024-06-30,70.79
712,2024-05-17,157.16
621,2023-12-27,269.57
705,2023-08-03,50.41
243,2023-02-15,19.33
307,2023-05-26,428.19
981,2023-08-09,67.97
222,2024-07-19,296.3
132,2023-10-12,364.82
77,2024-03-08,275.37
391,2023-09-24,325.23
410,2023-06-17,228.58
693,2023-09-18,213.25
549,2023-05-27,102.68
649,2023-10-03,348.7
732,2023-07-17,186.7
620,2024-06-07,82.86
324,2023-06-07,496.23
389,2024-03-20,13.93
80,2023-09-11,135.79
113,2024-06-28,342.31
68,2024-02-21,165.35
372,2023-04-02,454.71
150,2023-10-07,434.56
281,2023-08-20,5.92
993,2024-01-22,111.89
802,2023-04-18,462.89
540,2023-06-29,364.44
603,2023-11-10,410.85
98,2024-05-16,264.95
887,2024-08-08,141.72
623,2023-10-05,50.43
175,2023-02-19,159.68
186,2024-02-03,173.24
565,2024-06-28,297.71
489,2024-02-17,296.56
10,2023-09-23,343.64
674,2023-06-09,64.06
582,2024-01-23,367.98
941,2023-02-24,362.98
725,2024-01-15,388.99
724,2024-03-04,229.44
363,2024-03-25,399.44
294,2024-05-29,138.64
534,2024-03-14,470.9
313,2023-08-23,318.18
971,2023-03-31,153.53
866,2023-11-17,45.98
79,2023-03-23,365.25
170,2023-04-06,288.08
762,2023-03-28,143.64
828,2024-05-19,437.3
694,2024-03-10,254.83
492,2023-05-20,249.4
715,2024-06-29,63.22
632,2023-01-15,95.9
732,2023-01-08,213.06
768,2024-07-01,173.19
701,2024-06-24,304.99
988,2024-04-04,85.1
926,2024-06-20,113.31
376,2023-03-18,419.87
362,2024-06-10,476.29
508,2024-03-08,190.17
994,2024-01-18,57.5
852,2023-09-13,270.02
298,2023-05-01,150.29
272,2023-10-28,107.32
404,2024-08-05,109.51
952,2023-11-09,466.62
846,2024-06-11,446.82
914,2024-04-19,309.26
59,2024-05-14,178.52
337,2024-04-16,149.88
6,2023-04-20,175.51
412,2023-07-10,177.91
442,2023-04-14,246.53
542,2023-03-28,257.64
421,2023-06-07,62.8
8,2024-05-14,78.66
232,2023-09-14,235.88
307,2024-01-19,182.88
550,2023-07-06,405.96
450,2023-04-22,328.48
166,2024-03-25,70.8
6,2024-03-20,180.26
114,2023-07-23,95.59
137,2023-02-11,197.88
923,2023-12-06,16.77
972,2023-07-23,240.17
122,2023-09-30,211.13
508,2024-07-17,400.11
333,2023-05-11,375.79
514,2024-02-14,363.27
135,2024-02-03,55.76
812,2023-04-21,11.55
353,2023-06-09,250.5
54,2023-08-31,339.48
440,2023-12-17,488.24
445,2023-01-09,240.62
498,2023-10-16,42.22
254,2024-03-15,309.19
192,2024-06-07,125.48
885,2023-04-28,132.5
683,2023-09-11,410.48
486,2023-07-23,353.52
718,2023-04-16,365.5
194,2023-07-05,496.28
235,2023-06-02,61.11
40,2024-02-15,137.66
952,2023-07-16,73.96
632,2023-01-19,100.62
390,2023-02-22,204.24
717,2023-11-10,317.02
228,2023-08-25,168.75
63,2024-05-05,255.42
312,2023-02-22,55.92
288,2024-01-08,471.56
253,2024-03-04,160.6
187,2023-02-18,21.4
677,2023-02-23,372.63
293,2023-08-06,236.56
259,2023-07-09,474.22
343,2024-01-08,152.87
686,2023-04-10,7.82
789,2024-07-19,431.13
370,2023-12-06,370.9
761,2024-01-06,389.63
620,2024-06-25,186.42
216,2023-10-10,292.58
909,2023-03-31,54.08
43,2023-05-04,293.69
198,2023-07-15,352.63
77,2023-04-12,470.97
309,2023-12-18,362.95
547,2023-07-26,360.66
131,2023-02-14,96.66
729,2024-07-17,127.01
999,2024-07-27,174.32
460,2024-01-10,315.3
933,2023-05-01,218.63
430,2024-05-09,262.36
810,2024-05-30,11.92
714,2023-10-08,483.78
47,2023-10-24,477.95
814,2023-03-04,486.26
759,2023-07-14,407.45
702,2024-05-21,266.7
995,2024-06-09,38.42
769,2024-03-24,255.13
799,2024-07-29,195.73
212,2023-10-06,92.85
586,2023-06-13,109.69
901,2023-01-10,464.39
467,2024-06-09,252.41
266,2024-06-21,152.4
304,2023-08-14,354.42
122,2024-07-19,86.38
547,2023-02-16,119.87
655,2023-02-10,74.92
950,2023-10-12,67.35
658,2023-02-22,490.03
548,2023-08-04,58.98
648,2023-12-22,302.97
333,2024-01-13,42.54
271,2024-07-16,361.32
920,2024-02-23,306.13
59,2023-11-29,313.35
844,2023-01-11,178.39
181,2023-10-14,128.74
551,2023-01-17,329.0
109,2024-08-20,361.58
969,2024-01-27,327.26
212,2024-07-18,408.61
333,2023-08-14,135.13
645,2024-08-18,404.06
160,2024-02-09,223.58
378,2024-03-20,75.02
96,2024-05-05,248.48
190,2024-04-15,407.98
194,2023-06-30,285.26
664,2023-07-04,141.74
167,2023-11-14,442.74
704,2024-02-08,304.3
147,2023-03-13,36.95
466,2023-09-09,454.66
103,2024-02-17,362.43
745,2023-05-21,375.47
618,2023-01-13,50.77
22,2024-01-29,55.91
782,2023-01-14,415.43
136,2023-02-14,124.92
275,2023-03-27,72.18
812,2023-01-14,483.21
556,2023-04-19,368.33
874,2023-12-13,354.02
143,2023-07-27,240.73
914,2024-07-30,222.72
315,2023-06-17,166.55
250,2023-06-08,28.88
643,2023-10-01,272.26
845,2023-01-22,23.22
304,2024-07-11,52.18
146,2024-03-01,1.6
25,2023-08-18,114.11
151,2024-01-30,177.3
232,2023-10-21,460.92
704,2024-01-29,442.23
504,2023-04-26,85.61
230,2023-04-23,51.77
366,2023-10-16,39.07
122,2023-12-08,180.89
918,2023-03-28,22.63
183,2023-06-04,214.89
615,2023-12-09,91.5
154,2024-03-11,446.67
640,2023-11-05,408.96
897,2023-12-23,52.86
678,2024-05-26,185.19
831,2023-09-29,453.59
808,2023-03-20,2.09
797,2023-06-02,328.27
152,2023-11-24,195.91
835,2024-05-04,34.59
438,2024-08-14,479.83
149,2023-10-13,46.13
187,2023-05-11,384.0
327,2023-12-28,247.61
711,2024-05-07,486.45
142,2023-12-08,401.27
393,2023-09-09,209.91
552,2024-05-24,267.35
550,2024-06-29,410.88
86,2024-01-29,290.9
540,2024-03-07,289.36
720,2023-08-13,44.54
3,2024-01-06,102.44
372,2023-01-18,279.63
944,2023-05-17,55.97
370,2023-12-24,424.53
302,2023-05-23,230.73
996,2024-07-18,465.74
249,2024-03-07,106.16
58,2023-08-18,373.75
986,2023-05-01,348.19
387,2023-05-27,366.81
381,2024-03-10,27.99
679,2023-04-19,291.22
858,2024-05-03,297.37
31,2023-06-11,74.3
81,2023-05-25,123.28
583,2023-01-13,415.7
154,2024-03-02,382.94
762,2024-04-26,70.92
